idDriver;dtRef;dtLastSeen;dtFirstSeen;dtIntervalMaxMin;qtRaces;qtTeams;idTeam;qtLastSeenRace;avgGridPosition;medianGridPosition;avgPosition;medianPosition;totalPositionLift;avgPositionLift;medianPositionLift;pctPolePositition;pctPolewin;qtdPolePositition;qtdPolewin;avgGridPositionRaceFirst05;medianGridPositionRaceFirst05;avgPositionRaceFirst05;medianPositionRaceFirst05;totalPositionLiftRaceFirst05;avgPositionLiftRaceFirst05;medianPositionLiftRaceFirst05;pctPolePosititionRaceFirst05;pctPolewinRaceFirst05;avgGridPositionRaceFirst10;medianGridPositionRaceFirst10;avgPositionRaceFirst10;medianPositionRaceFirst10;totalPositionLiftRaceFirst10;avgPositionLiftRaceFirst10;medianPositionLiftRaceFirst10;pctPolePosititionRaceFirst10;pctPolewinRaceFirst10;avgGridPositionRaceLast10;medianGridPositionRaceLast10;avgPositionRaceLast10;medianPositionRaceLast10;totalPositionLiftRaceLast10;avgPositionLiftRaceLast10;medianPositionLiftRaceLast10;pctPolePosititionRaceLast10;pctPolewinRaceLast10;avgGridPositionRaceLast20;medianGridPositionRaceLast20;avgPositionRaceLast20;medianPositionRaceLast20;totalPositionLiftRaceLast20;avgPositionLiftRaceLast20;medianPositionLiftRaceLast20;pctPolePosititionRaceLast20;pctPolewinRaceLast20;avgGridPositionRaceLast40;medianGridPositionRaceLast40;avgPositionRaceLast40;medianPositionRaceLast40;totalPositionLiftRaceLast40;avgPositionLiftRaceLast40;medianPositionLiftRaceLast40;pctPolePosititionRaceLast40;pctPolewinRaceLast40
alonso;2025-03-23;2025-03-23;2001-03-04;8785;406;6;aston_martin;0;8.645320197044335;8.0;8.53448275862069;7.0;45;0.11083743842364532;1.0;0.054187192118226604;0.034482758620689655;22;14;19.0;19.0;15.8;13.0;16;3.2;5.0;0.0;0.0;19.5;19.0;15.7;14.5;38;3.8;4.5;0.0;0.0;10.0;8.5;12.0;12.0;-20;-2.0;-2.5;0.0;0.0;10.4;9.5;11.7;11.0;-26;-1.3;-1.0;0.0;0.0;9.3;8.5;9.925;9.0;-25;-0.625;0.0;0.0;0.0
antonelli;2025-03-23;2025-03-23;2025-03-16;7;2;1;mercedes;0;12.0;12.0;5.0;5.0;14;7.0;7.0;0.0;0.0;0;0;12.0;12.0;5.0;5.0;14;7.0;7.0;0.0;0.0;12.0;12.0;5.0;5.0;14;7.0;7.0;0.0;0.0;12.0;12.0;5.0;5.0;14;7.0;7.0;0.0;0.0;12.0;12.0;5.0;5.0;14;7.0;7.0;0.0;0.0;12.0;12.0;5.0;5.0;14;7.0;7.0;0.0;0.0
bearman;2025-03-23;2025-03-23;2024-03-09;379;5;2;haas;0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0;0;0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0
bortoleto;2025-03-23;2025-03-23;2025-03-16;7;2;1;sauber;0;17.0;17.0;15.0;15.0;4;2.0;2.0;0.0;0.0;0;0;17.0;17.0;15.0;15.0;4;2.0;2.0;0.0;0.0;17.0;17.0;15.0;15.0;4;2.0;2.0;0.0;0.0;17.0;17.0;15.0;15.0;4;2.0;2.0;0.0;0.0;17.0;17.0;15.0;15.0;4;2.0;2.0;0.0;0.0;17.0;17.0;15.0;15.0;4;2.0;2.0;0.0;0.0
doohan;2025-03-23;2025-03-23;2024-12-08;105;3;1;alpine;0;16.333333333333332;17.0;15.666666666666666;15.0;2;0.6666666666666666;2.0;0.0;0.0;0;0;16.333333333333332;17.0;15.666666666666666;15.0;2;0.6666666666666666;2.0;0.0;0.0;16.333333333333332;17.0;15.666666666666666;15.0;2;0.6666666666666666;2.0;0.0;0.0;16.333333333333332;17.0;15.666666666666666;15.0;2;0.6666666666666666;2.0;0.0;0.0;16.333333333333332;17.0;15.666666666666666;15.0;2;0.6666666666666666;2.0;0.0;0.0;16.333333333333332;17.0;15.666666666666666;15.0;2;0.6666666666666666;2.0;0.0;0.0
gasly;2025-03-23;2025-03-23;2017-10-01;2730;156;4;alpine;0;11.217948717948717;11.0;11.314102564102564;11.0;-15;-0.09615384615384616;0.0;0.0;0.0;0;0;17.0;17.0;13.6;13.0;17;3.4;1.0;0.0;0.0;15.6;17.0;13.9;13.5;17;1.7;1.0;0.0;0.0;10.7;10.0;11.7;11.5;-10;-1.0;-2.0;0.0;0.0;12.05;12.5;12.4;11.5;-7;-0.35;-1.0;0.0;0.0;12.325;12.0;12.325;12.0;0;0.0;0.0;0.0;0.0
hadjar;2025-03-23;2025-03-23;2025-03-16;7;2;1;rb;0;9.0;9.0;15.5;15.5;-13;-6.5;-6.5;0.0;0.0;0;0;9.0;9.0;15.5;15.5;-13;-6.5;-6.5;0.0;0.0;9.0;9.0;15.5;15.5;-13;-6.5;-6.5;0.0;0.0;9.0;9.0;15.5;15.5;-13;-6.5;-6.5;0.0;0.0;9.0;9.0;15.5;15.5;-13;-6.5;-6.5;0.0;0.0;9.0;9.0;15.5;15.5;-13;-6.5;-6.5;0.0;0.0
hamilton;2025-03-23;2025-03-23;2007-03-18;6580;358;3;ferrari;0;4.365921787709497;3.0;5.072625698324022;3.0;-253;-0.7067039106145251;0.0;0.2905027932960894;0.17039106145251395;104;61;3.2;4.0;2.2;2.0;5;1.0;1.0;0.0;0.0;3.1;2.0;2.8;2.0;3;0.3;0.0;0.3;0.2;10.4;9.0;9.6;9.5;8;0.8;0.0;0.0;0.0;8.2;6.5;6.9;5.5;26;1.3;1.5;0.0;0.0;7.8;7.0;7.475;6.0;13;0.325;2.0;0.025;0.0
hulkenberg;2025-03-23;2025-03-23;2010-03-14;5488;232;7;sauber;0;10.836206896551724;11.0;11.918103448275861;11.0;-251;-1.081896551724138;0.0;0.004310344827586207;0.0;1;0;12.4;13.0;15.4;15.0;-15;-3.0;-3.0;0.0;0.0;12.3;13.0;16.3;15.5;-40;-4.0;-2.0;0.0;0.0;12.0;11.5;11.1;9.0;9;0.9;1.0;0.0;0.0;12.15;11.5;11.7;11.0;9;0.45;0.5;0.0;0.0;12.325;12.0;12.7;12.0;-15;-0.375;-1.0;0.0;0.0
lawson;2025-03-23;2025-03-23;2023-08-27;574;13;3;red_bull;0;14.307692307692308;14.0;13.0;13.0;17;1.3076923076923077;1.0;0.0;0.0;0;0;13.8;12.0;12.2;11.0;8;1.6;1.0;0.0;0.0;13.6;13.0;12.5;12.0;11;1.1;0.5;0.0;0.0;14.5;15.5;13.6;14.5;9;0.9;0.0;0.0;0.0;14.307692307692308;14.0;13.0;13.0;17;1.3076923076923077;1.0;0.0;0.0;14.307692307692308;14.0;13.0;13.0;17;1.3076923076923077;1.0;0.0;0.0
leclerc;2025-03-23;2025-03-23;2018-03-25;2555;151;2;ferrari;0;6.456953642384106;5.0;7.629139072847682;5.0;-177;-1.1721854304635762;0.0;0.17218543046357615;0.033112582781456956;26;5;16.6;18.0;12.0;12.0;23;4.6;5.0;0.0;0.0;14.5;14.0;12.6;11.0;19;1.9;3.5;0.0;0.0;6.5;5.5;5.1;3.5;14;1.4;1.0;0.1;0.0;5.95;5.5;5.75;3.5;4;0.2;0.0;0.15;0.05;4.675;4.0;5.975;4.0;-52;-1.3;-0.5;0.175;0.025
max_verstappen;2025-03-23;2025-03-23;2015-03-15;3661;211;2;red_bull;0;5.028436018957346;4.0;5.62085308056872;3.0;-125;-0.5924170616113744;0.0;0.1895734597156398;0.15165876777251186;40;32;10.2;11.0;13.2;13.0;-15;-3.0;-3.0;0.0;0.0;10.8;10.0;12.7;14.0;-19;-1.9;-2.5;0.0;0.0;4.7;3.5;3.5;3.5;12;1.2;0.0;0.0;0.0;4.3;3.0;3.4;3.5;18;0.9;0.0;0.1;0.05;3.275;2.0;2.775;1.0;20;0.5;0.0;0.375;0.3
norris;2025-03-23;2025-03-23;2019-03-17;2198;130;1;mclaren;0;7.176923076923077;7.0;7.753846153846154;7.0;-75;-0.5769230769230769;0.0;0.07692307692307693;0.03076923076923077;10;4;9.8;9.0;12.8;12.0;-15;-3.0;-3.0;0.0;0.0;8.7;8.0;12.1;11.0;-34;-3.4;-3.0;0.0;0.0;3.5;2.0;3.7;3.0;-2;-0.2;0.0;0.5;0.3;2.85;2.0;4.05;2.5;-24;-1.2;0.0;0.45;0.2;4.35;3.0;4.425;3.0;-3;-0.075;0.0;0.225;0.1
ocon;2025-03-23;2025-03-23;2016-08-28;3129;158;5;haas;0;11.651898734177216;11.0;11.19620253164557;10.0;72;0.45569620253164556;1.0;0.0;0.0;0;0;20.0;20.0;17.8;18.0;11;2.2;3.0;0.0;0.0;19.7;20.0;16.3;17.0;34;3.4;3.5;0.0;0.0;14.0;14.0;13.0;13.5;10;1.0;1.5;0.0;0.0;13.65;13.0;13.05;13.5;12;0.6;0.5;0.0;0.0;13.45;13.5;12.975;13.0;19;0.475;0.5;0.0;0.0
piastri;2025-03-23;2025-03-23;2023-03-05;749;48;1;mclaren;0;7.1875;6.0;7.770833333333333;7.5;-28;-0.5833333333333334;0.0;0.020833333333333332;0.020833333333333332;1;1;14.2;16.0;14.6;15.0;-2;-0.4;-1.0;0.0;0.0;11.5;10.5;12.7;12.0;-12;-1.2;-1.5;0.0;0.0;5.4;4.5;5.5;6.0;-1;-0.1;0.5;0.1;0.1;4.9;4.5;4.4;4.0;10;0.5;1.0;0.05;0.05;6.15;5.0;6.65;5.5;-20;-0.5;0.0;0.025;0.025
russell;2025-03-23;2025-03-23;2019-03-17;2198;130;2;mercedes;0;10.176923076923076;9.5;10.415384615384616;10.5;-31;-0.23846153846153847;0.0;0.046153846153846156;0.015384615384615385;6;2;18.0;19.0;15.8;16.0;11;2.2;2.0;0.0;0.0;18.4;19.0;16.1;16.0;23;2.3;2.0;0.0;0.0;5.0;4.0;3.8;4.0;12;1.2;0.0;0.2;0.1;5.0;4.0;5.95;4.5;-19;-0.95;0.0;0.2;0.05;5.775;5.0;6.95;6.0;-47;-1.175;0.0;0.1;0.025
sainz;2025-03-23;2025-03-23;2015-03-15;3661;210;5;williams;0;8.761904761904763;8.0;9.31904761904762;8.0;-117;-0.5571428571428572;0.0;0.02857142857142857;0.014285714285714285;6;3;10.0;9.0;11.6;9.0;-8;-1.6;-2.0;0.0;0.0;10.3;10.5;12.7;12.5;-24;-2.4;-3.0;0.0;0.0;7.4;5.0;8.3;6.5;-9;-0.9;1.0;0.1;0.1;6.8;5.5;7.1;5.5;-6;-0.3;1.0;0.05;0.05;6.425;5.0;6.975;5.0;-22;-0.55;1.0;0.075;0.05
stroll;2025-03-23;2025-03-23;2017-03-26;2919;170;3;aston_martin;0;13.552941176470588;14.0;12.311764705882354;12.0;211;1.2411764705882353;2.0;0.0058823529411764705;0.0;1;0;14.2;12.0;16.0;16.0;-9;-1.8;0.0;0.0;0.0;14.6;16.0;13.3;15.5;13;1.3;2.0;0.0;0.0;14.0;13.5;14.0;14.5;0;0.0;1.0;0.0;0.0;13.1;13.0;12.85;13.5;5;0.25;0.5;0.0;0.0;13.225;13.0;12.45;12.5;31;0.775;0.5;0.0;0.0
tsunoda;2025-03-23;2025-03-23;2021-03-28;1456;92;2;rb;0;12.706521739130435;13.0;13.532608695652174;14.0;-76;-0.8260869565217391;0.0;0.0;0.0;0;0;15.8;16.0;14.4;15.0;7;1.4;0.0;0.0;0.0;13.3;13.5;12.4;12.0;9;0.9;0.0;0.0;0.0;8.9;9.5;13.5;12.5;-46;-4.6;-4.0;0.0;0.0;10.65;10.5;13.6;13.5;-59;-2.95;-3.5;0.0;0.0;11.85;11.0;13.5;14.0;-66;-1.65;-2.0;0.0;0.0
albon;2025-03-16;2025-03-16;2019-03-17;2191;106;3;williams;0;11.69811320754717;12.0;11.849056603773585;12.0;-16;-0.1509433962264151;0.0;0.0;0.0;0;0;11.4;11.0;11.0;11.0;2;0.4;0.0;0.0;0.0;11.8;11.0;12.4;11.5;-6;-0.6;0.0;0.0;0.0;11.6;10.0;13.9;15.5;-23;-2.3;-1.0;0.0;0.0;12.5;12.0;14.25;15.0;-35;-1.75;-0.5;0.0;0.0;12.1;13.0;13.075;12.5;-39;-0.975;0.0;0.0;0.0
alonso;2025-03-16;2025-03-16;2001-03-04;8778;405;6;aston_martin;0;8.634567901234568;8.0;8.51358024691358;7.0;49;0.12098765432098765;1.0;0.05432098765432099;0.0345679012345679;22;14;19.0;19.0;15.8;13.0;16;3.2;5.0;0.0;0.0;19.5;19.0;15.7;14.5;38;3.8;4.5;0.0;0.0;9.8;8.5;11.4;11.0;-16;-1.6;-1.0;0.0;0.0;10.5;9.5;11.3;11.0;-16;-0.8;-0.5;0.0;0.0;9.025;8.0;9.55;9.0;-21;-0.525;0.0;0.0;0.0
antonelli;2025-03-16;2025-03-16;2025-03-16;0;1;1;mercedes;0;16.0;16.0;4.0;4.0;12;12.0;12.0;0.0;0.0;0;0;16.0;16.0;4.0;4.0;12;12.0;12.0;0.0;0.0;16.0;16.0;4.0;4.0;12;12.0;12.0;0.0;0.0;16.0;16.0;4.0;4.0;12;12.0;12.0;0.0;0.0;16.0;16.0;4.0;4.0;12;12.0;12.0;0.0;0.0;16.0;16.0;4.0;4.0;12;12.0;12.0;0.0;0.0
bearman;2025-03-16;2025-03-16;2024-03-09;372;4;2;haas;0;14.0;13.0;10.75;11.0;13;3.25;3.5;0.0;0.0;0;0;14.0;13.0;10.75;11.0;13;3.25;3.5;0.0;0.0;14.0;13.0;10.75;11.0;13;3.25;3.5;0.0;0.0;14.0;13.0;10.75;11.0;13;3.25;3.5;0.0;0.0;14.0;13.0;10.75;11.0;13;3.25;3.5;0.0;0.0;14.0;13.0;10.75;11.0;13;3.25;3.5;0.0;0.0
bortoleto;2025-03-16;2025-03-16;2025-03-16;0;1;1;sauber;0;15.0;15.0;16.0;16.0;-1;-1.0;-1.0;0.0;0.0;0;0;15.0;15.0;16.0;16.0;-1;-1.0;-1.0;0.0;0.0;15.0;15.0;16.0;16.0;-1;-1.0;-1.0;0.0;0.0;15.0;15.0;16.0;16.0;-1;-1.0;-1.0;0.0;0.0;15.0;15.0;16.0;16.0;-1;-1.0;-1.0;0.0;0.0;15.0;15.0;16.0;16.0;-1;-1.0;-1.0;0.0;0.0
doohan;2025-03-16;2025-03-16;2024-12-08;98;2;1;alpine;0;15.5;15.5;17.0;17.0;-3;-1.5;-1.5;0.0;0.0;0;0;15.5;15.5;17.0;17.0;-3;-1.5;-1.5;0.0;0.0;15.5;15.5;17.0;17.0;-3;-1.5;-1.5;0.0;0.0;15.5;15.5;17.0;17.0;-3;-1.5;-1.5;0.0;0.0;15.5;15.5;17.0;17.0;-3;-1.5;-1.5;0.0;0.0;15.5;15.5;17.0;17.0;-3;-1.5;-1.5;0.0;0.0
gasly;2025-03-16;2025-03-16;2017-10-01;2723;155;4;alpine;0;11.187096774193549;11.0;11.258064516129032;11.0;-11;-0.07096774193548387;0.0;0.0;0.0;0;0;17.0;17.0;13.6;13.0;17;3.4;1.0;0.0;0.0;15.6;17.0;13.9;13.5;17;1.7;1.0;0.0;0.0;10.5;10.0;11.2;11.5;-7;-0.7;-1.5;0.0;0.0;11.85;12.0;12.0;11.5;-3;-0.15;-0.5;0.0;0.0;12.3;12.0;12.125;12.0;7;0.175;0.0;0.0;0.0
hadjar;2025-03-16;2025-03-16;2025-03-16;0;1;1;rb;0;11.0;11.0;20.0;20.0;-9;-9.0;-9.0;0.0;0.0;0;0;11.0;11.0;20.0;20.0;-9;-9.0;-9.0;0.0;0.0;11.0;11.0;20.0;20.0;-9;-9.0;-9.0;0.0;0.0;11.0;11.0;20.0;20.0;-9;-9.0;-9.0;0.0;0.0;11.0;11.0;20.0;20.0;-9;-9.0;-9.0;0.0;0.0;11.0;11.0;20.0;20.0;-9;-9.0;-9.0;0.0;0.0
hamilton;2025-03-16;2025-03-16;2007-03-18;6573;357;3;ferrari;0;4.364145658263305;3.0;5.033613445378151;3.0;-239;-0.6694677871148459;0.0;0.2913165266106443;0.17086834733893558;104;61;3.2;4.0;2.2;2.0;5;1.0;1.0;0.0;0.0;3.1;2.0;2.8;2.0;3;0.3;0.0;0.3;0.2;10.5;9.0;8.2;7.5;23;2.3;1.5;0.0;0.0;8.35;7.0;6.25;5.5;42;2.1;2.0;0.0;0.0;7.75;7.0;7.075;6.0;27;0.675;2.0;0.025;0.0
hulkenberg;2025-03-16;2025-03-16;2010-03-14;5481;231;7;sauber;0;10.831168831168831;11.0;11.904761904761905;11.0;-248;-1.0735930735930737;0.0;0.004329004329004329;0.0;1;0;12.4;13.0;15.4;15.0;-15;-3.0;-3.0;0.0;0.0;12.3;13.0;16.3;15.5;-40;-4.0;-2.0;0.0;0.0;11.8;10.5;11.3;9.0;5;0.5;1.0;0.0;0.0;12.0;11.0;11.5;11.0;10;0.5;0.5;0.0;0.0;12.15;11.5;12.7;12.0;-22;-0.55;-1.0;0.0;0.0
lawson;2025-03-16;2025-03-16;2023-08-27;567;12;3;red_bull;0;13.833333333333334;13.0;13.083333333333334;13.5;9;0.75;0.5;0.0;0.0;0;0;13.8;12.0;12.2;11.0;8;1.6;1.0;0.0;0.0;13.6;13.0;12.5;12.0;11;1.1;0.5;0.0;0.0;13.5;13.0;13.3;14.5;2;0.2;0.0;0.0;0.0;13.833333333333334;13.0;13.083333333333334;13.5;9;0.75;0.5;0.0;0.0;13.833333333333334;13.0;13.083333333333334;13.5;9;0.75;0.5;0.0;0.0
leclerc;2025-03-16;2025-03-16;2018-03-25;2548;150;2;ferrari;0;6.46;5.0;7.56;5.0;-165;-1.1;0.0;0.17333333333333334;0.03333333333333333;26;5;16.6;18.0;12.0;12.0;23;4.6;5.0;0.0;0.0;14.5;14.0;12.6;11.0;19;1.9;3.5;0.0;0.0;6.3;4.5;3.4;3.0;29;2.9;2.0;0.1;0.0;5.75;5.0;5.0;3.0;15;0.75;0.0;0.15;0.05;4.775;4.0;5.625;4.0;-34;-0.85;0.0;0.175;0.025
max_verstappen;2025-03-16;2025-03-16;2015-03-15;3654;210;2;red_bull;0;5.033333333333333;4.0;5.628571428571429;3.0;-125;-0.5952380952380952;0.0;0.19047619047619047;0.1523809523809524;40;32;10.2;11.0;13.2;13.0;-15;-3.0;-3.0;0.0;0.0;10.8;10.0;12.7;14.0;-19;-1.9;-2.5;0.0;0.0;5.0;3.5;3.7;4.0;13;1.3;0.5;0.0;0.0;4.15;2.5;3.3;2.5;17;0.85;0.0;0.15;0.05;3.2;2.0;2.7;1.0;20;0.5;0.0;0.4;0.325
norris;2025-03-16;2025-03-16;2019-03-17;2191;129;1;mclaren;0;7.209302325581396;7.0;7.7984496124031;7.0;-76;-0.5891472868217055;0.0;0.07751937984496124;0.031007751937984496;10;4;9.8;9.0;12.8;12.0;-15;-3.0;-3.0;0.0;0.0;8.7;8.0;12.1;11.0;-34;-3.4;-3.0;0.0;0.0;3.3;1.0;3.8;3.5;-5;-0.5;0.0;0.6;0.3;2.95;2.0;4.0;2.5;-21;-1.05;0.0;0.45;0.2;4.45;3.0;4.7;3.0;-10;-0.25;0.0;0.225;0.1
ocon;2025-03-16;2025-03-16;2016-08-28;3122;157;5;haas;0;11.656050955414013;11.0;11.235668789808917;10.0;66;0.42038216560509556;1.0;0.0;0.0;0;0;20.0;20.0;17.8;18.0;11;2.2;3.0;0.0;0.0;19.7;20.0;16.3;17.0;34;3.4;3.5;0.0;0.0;14.4;15.0;14.0;14.5;4;0.4;0.5;0.0;0.0;13.75;13.0;13.35;13.5;8;0.4;0.5;0.0;0.0;13.325;13.5;13.05;13.0;11;0.275;0.0;0.0;0.0
piastri;2025-03-16;2025-03-16;2023-03-05;742;47;1;mclaren;0;7.319148936170213;6.0;7.914893617021277;8.0;-28;-0.5957446808510638;0.0;0.0;0.0;0;0;14.2;16.0;14.6;15.0;-2;-0.4;-1.0;0.0;0.0;11.5;10.5;12.7;12.0;-12;-1.2;-1.5;0.0;0.0;5.5;4.5;5.6;6.0;-1;-0.1;0.5;0.0;0.0;5.15;5.0;5.0;4.0;3;0.15;1.0;0.0;0.0;6.325;5.0;6.9;6.5;-23;-0.575;0.0;0.0;0.0
russell;2025-03-16;2025-03-16;2019-03-17;2191;129;2;mercedes;0;10.24031007751938;10.0;10.472868217054264;11.0;-30;-0.23255813953488372;0.0;0.046511627906976744;0.015503875968992248;6;2;18.0;19.0;15.8;16.0;11;2.2;2.0;0.0;0.0;18.4;19.0;16.1;16.0;23;2.3;2.0;0.0;0.0;5.1;4.0;4.2;4.0;9;0.9;0.0;0.2;0.1;5.25;4.0;6.2;5.0;-19;-0.95;0.0;0.2;0.05;5.825;5.0;7.35;6.0;-61;-1.525;0.0;0.1;0.025
sainz;2025-03-16;2025-03-16;2015-03-15;3654;209;5;williams;0;8.732057416267942;8.0;9.31578947368421;8.0;-122;-0.583732057416268;0.0;0.028708133971291867;0.014354066985645933;6;3;10.0;9.0;11.6;9.0;-8;-1.6;-2.0;0.0;0.0;10.3;10.5;12.7;12.5;-24;-2.4;-3.0;0.0;0.0;6.4;4.0;7.7;5.0;-13;-1.3;1.0;0.1;0.1;6.2;4.5;6.85;5.0;-13;-0.65;0.5;0.05;0.05;6.1;4.5;6.85;5.0;-30;-0.75;0.5;0.075;0.05
stroll;2025-03-16;2025-03-16;2017-03-26;2912;169;3;aston_martin;0;13.550295857988166;14.0;12.331360946745562;12.0;206;1.2189349112426036;2.0;0.005917159763313609;0.0;1;0;14.2;12.0;16.0;16.0;-9;-1.8;0.0;0.0;0.0;14.6;16.0;13.3;15.5;13;1.3;2.0;0.0;0.0;14.3;13.5;15.0;15.0;-7;-0.7;-1.5;0.0;0.0;12.95;13.0;13.25;14.0;-6;-0.3;-0.5;0.0;0.0;13.275;13.0;12.45;12.5;33;0.825;0.5;0.0;0.0
tsunoda;2025-03-16;2025-03-16;2021-03-28;1449;91;2;rb;0;12.747252747252746;13.0;13.505494505494505;14.0;-69;-0.7582417582417582;0.0;0.0;0.0;0;0;15.8;16.0;14.4;15.0;7;1.4;0.0;0.0;0.0;13.3;13.5;12.4;12.0;9;0.9;0.0;0.0;0.0;9.6;10.5;13.9;12.5;-43;-4.3;-4.0;0.0;0.0;10.7;10.5;13.15;12.5;-49;-2.45;-2.5;0.0;0.0;12.1;11.0;13.45;14.0;-54;-1.35;-1.5;0.0;0.0
albon;2025-04-13;2025-04-13;2019-03-17;2219;109;3;williams;0;11.688073394495413;12.0;11.779816513761467;12.0;-10;-0.09174311926605505;0.0;0.0;0.0;0;0;11.4;11.0;11.0;11.0;2;0.4;0.0;0.0;0.0;11.8;11.0;12.4;11.5;-6;-0.6;0.0;0.0;0.0;12.1;12.0;13.1;13.5;-10;-1.0;0.5;0.0;0.0;12.35;10.5;13.3;14.0;-19;-0.95;0.0;0.0;0.0;12.275;13.0;13.125;12.5;-34;-0.85;0.0;0.0;0.0
alonso;2025-04-13;2025-04-13;2001-03-04;8806;408;6;aston_martin;0;8.66421568627451;8.0;8.556372549019608;7.0;44;0.10784313725490197;1.0;0.05392156862745098;0.03431372549019608;22;14;19.0;19.0;15.8;13.0;16;3.2;5.0;0.0;0.0;19.5;19.0;15.7;14.5;38;3.8;4.5;0.0;0.0;11.1;12.0;13.2;13.5;-21;-2.1;-3.0;0.0;0.0;9.95;9.5;11.5;11.0;-31;-1.55;-1.5;0.0;0.0;9.525;9.0;10.275;9.0;-30;-0.75;-0.5;0.0;0.0
antonelli;2025-04-13;2025-04-13;2025-03-16;28;4;1;mercedes;0;8.75;7.0;6.75;6.0;8;2.0;1.0;0.0;0.0;0;0;8.75;7.0;6.75;6.0;8;2.0;1.0;0.0;0.0;8.75;7.0;6.75;6.0;8;2.0;1.0;0.0;0.0;8.75;7.0;6.75;6.0;8;2.0;1.0;0.0;0.0;8.75;7.0;6.75;6.0;8;2.0;1.0;0.0;0.0;8.75;7.0;6.75;6.0;8;2.0;1.0;0.0;0.0
bearman;2025-04-13;2025-04-13;2024-03-09;400;7;2;haas;0;14.714285714285714;15.0;10.142857142857142;10.0;32;4.571428571428571;4.0;0.0;0.0;0;0;14.6;15.0;10.2;10.0;22;4.4;4.0;0.0;0.0;14.714285714285714;15.0;10.142857142857142;10.0;32;4.571428571428571;4.0;0.0;0.0;14.714285714285714;15.0;10.142857142857142;10.0;32;4.571428571428571;4.0;0.0;0.0;14.714285714285714;15.0;10.142857142857142;10.0;32;4.571428571428571;4.0;0.0;0.0;14.714285714285714;15.0;10.142857142857142;10.0;32;4.571428571428571;4.0;0.0;0.0
bortoleto;2025-04-13;2025-04-13;2025-03-16;28;4;1;sauber;0;17.25;17.5;16.75;17.0;2;0.5;-0.5;0.0;0.0;0;0;17.25;17.5;16.75;17.0;2;0.5;-0.5;0.0;0.0;17.25;17.5;16.75;17.0;2;0.5;-0.5;0.0;0.0;17.25;17.5;16.75;17.0;2;0.5;-0.5;0.0;0.0;17.25;17.5;16.75;17.0;2;0.5;-0.5;0.0;0.0;17.25;17.5;16.75;17.0;2;0.5;-0.5;0.0;0.0
doohan;2025-04-13;2025-04-13;2024-12-08;126;5;1;alpine;0;15.8;17.0;15.2;15.0;3;0.6;2.0;0.0;0.0;0;0;15.8;17.0;15.2;15.0;3;0.6;2.0;0.0;0.0;15.8;17.0;15.2;15.0;3;0.6;2.0;0.0;0.0;15.8;17.0;15.2;15.0;3;0.6;2.0;0.0;0.0;15.8;17.0;15.2;15.0;3;0.6;2.0;0.0;0.0;15.8;17.0;15.2;15.0;3;0.6;2.0;0.0;0.0
gasly;2025-04-13;2025-04-13;2017-10-01;2751;158;4;alpine;0;11.170886075949367;11.0;11.29746835443038;11.0;-20;-0.12658227848101267;0.0;0.0;0.0;0;0;17.0;17.0;13.6;13.0;17;3.4;1.0;0.0;0.0;15.6;17.0;13.9;13.5;17;1.7;1.0;0.0;0.0;8.6;8.5;10.8;10.5;-22;-2.2;-2.0;0.0;0.0;11.55;11.5;12.1;11.5;-11;-0.55;-1.0;0.0;0.0;12.225;12.0;12.125;12.0;4;0.1;0.0;0.0;0.0
hadjar;2025-04-13;2025-04-13;2025-03-16;28;4;1;rb;0;9.25;9.0;13.0;12.0;-15;-3.75;-2.5;0.0;0.0;0;0;9.25;9.0;13.0;12.0;-15;-3.75;-2.5;0.0;0.0;9.25;9.0;13.0;12.0;-15;-3.75;-2.5;0.0;0.0;9.25;9.0;13.0;12.0;-15;-3.75;-2.5;0.0;0.0;9.25;9.0;13.0;12.0;-15;-3.75;-2.5;0.0;0.0;9.25;9.0;13.0;12.0;-15;-3.75;-2.5;0.0;0.0
hamilton;2025-04-13;2025-04-13;2007-03-18;6601;360;3;ferrari;0;4.388888888888889;3.0;5.0777777777777775;3.0;-248;-0.6888888888888889;0.0;0.28888888888888886;0.16944444444444445;104;61;3.2;4.0;2.2;2.0;5;1.0;1.0;0.0;0.0;3.1;2.0;2.8;2.0;3;0.3;0.0;0.3;0.2;9.9;8.5;9.3;8.5;6;0.6;1.5;0.0;0.0;8.3;6.5;6.85;5.0;29;1.45;1.5;0.0;0.0;7.925;7.0;7.5;6.0;17;0.425;2.0;0.025;0.0
